city,datetime,CO,NO2,O3,PM10,PM2.5,SO2,temperature_c,humidity_percent,pressure_hpa,wind_speed_kmh,wind_direction_deg,precipitation_mm,air_quality_good,year,month,estado
Lisboa,19/09/25 00:00,0.99,13.1,68.81,16.19,7.12,3.86,21.0,63.0,1019.9,3.6,233.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 01:00,0.7,16.55,55.95,13.19,6.64,5.41,21.0,63.0,1019.4,2.4,243.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 02:00,0.62,19.21,87.24,11.48,13.11,4.33,20.7,67.0,1019.1,1.8,233.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 03:00,0.97,14.63,53.3,22.34,8.29,6.3,20.3,71.0,1018.9,1.8,233.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,19/09/25 04:00,0.73,17.83,82.88,19.35,14.05,5.35,19.9,73.0,1019.2,1.9,248.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,19/09/25 05:00,0.73,20.35,63.19,11.76,6.31,3.47,19.8,72.0,1018.8,1.8,259.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,19/09/25 06:00,0.77,26.42,78.12,16.7,10.19,1.76,19.9,71.0,1019.0,1.4,270.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,19/09/25 07:00,1.66,44.35,71.59,36.74,27.59,11.79,20.0,70.0,1018.9,1.8,349.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 08:00,1.28,51.04,81.85,45.05,33.26,12.74,20.2,67.0,1019.4,1.3,56.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 09:00,2.22,40.32,74.77,30.1,23.58,10.96,20.7,66.0,1019.1,3.1,21.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 10:00,1.4,42.3,80.87,34.61,22.36,7.04,22.1,55.0,1019.5,2.4,117.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 11:00,1.26,43.0,93.72,27.49,17.35,8.47,24.1,50.0,1019.9,1.1,180.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,19/09/25 12:00,1.09,43.18,80.86,20.28,22.34,10.98,25.6,49.0,1019.8,4.3,175.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 13:00,1.72,34.57,103.49,27.68,22.77,8.06,25.9,50.0,1020.0,5.7,198.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 14:00,1.63,36.14,69.69,32.87,23.89,6.21,27.9,45.0,1019.3,6.4,207.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 15:00,1.58,34.7,83.47,26.48,19.25,10.33,28.2,47.0,1018.8,12.0,221.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 16:00,1.16,32.28,101.16,25.51,21.16,10.2,27.3,52.0,1019.1,12.8,230.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 17:00,1.39,65.87,81.66,32.01,26.29,14.57,26.5,57.0,1018.9,12.2,236.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 18:00,1.57,67.68,90.13,33.01,28.92,17.57,26.2,59.0,1019.0,10.4,236.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 19:00,1.22,61.78,67.09,21.01,32.69,13.53,25.1,64.0,1019.3,9.0,233.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,19/09/25 20:00,1.07,41.42,88.56,22.59,20.57,11.9,23.9,70.0,1019.4,6.7,234.0,0.0,True,2025,9,condicoes_seguras
Lisboa,19/09/25 21:00,1.29,39.69,78.01,19.32,17.33,3.78,22.9,74.0,1019.9,5.4,228.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,19/09/25 22:00,0.96,15.97,80.5,17.68,7.61,5.03,22.3,78.0,1020.3,5.1,231.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,19/09/25 23:00,0.79,6.6,55.66,14.44,9.6,5.78,21.9,79.0,1020.5,6.0,237.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 00:00,0.51,19.95,50.0,9.13,14.81,2.92,21.6,81.0,1020.4,6.5,236.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 01:00,0.76,21.57,37.29,14.84,3.45,3.62,21.3,82.0,1019.9,7.0,235.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 02:00,0.42,26.89,56.28,9.91,6.81,5.67,20.7,86.0,1019.7,5.6,255.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 03:00,0.45,20.8,38.0,11.71,8.95,0.87,20.2,89.0,1019.1,5.2,286.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 04:00,0.19,11.75,38.59,4.07,6.33,5.13,19.8,90.0,1019.3,5.2,326.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 05:00,0.5,16.19,61.51,11.91,8.08,3.07,19.8,90.0,1019.2,3.2,360.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 06:00,0.57,16.0,60.95,12.9,9.64,1.89,19.6,91.0,1019.3,3.1,339.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 07:00,0.95,31.26,51.85,31.96,25.81,7.58,19.3,92.0,1019.2,4.1,345.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 08:00,0.99,36.16,48.71,28.81,17.8,7.98,19.3,88.0,1019.3,5.4,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 09:00,1.68,30.53,43.22,29.71,22.92,10.74,19.8,84.0,1020.0,7.9,357.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 10:00,0.8,28.44,56.73,11.86,9.43,6.85,21.1,75.0,1020.7,10.1,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 11:00,1.36,23.81,82.54,21.61,12.86,4.17,22.4,69.0,1020.9,12.2,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,20/09/25 12:00,1.05,26.69,65.91,10.75,15.46,4.36,23.6,64.0,1020.6,12.3,7.0,0.0,True,2025,9,condicoes_seguras
Lisboa,20/09/25 13:00,1.05,26.23,36.83,17.71,16.14,6.65,25.0,57.0,1020.2,11.6,7.0,0.4,True,2025,9,condicoes_seguras
Lisboa,20/09/25 14:00,1.15,27.95,66.06,23.68,9.89,6.96,25.6,55.0,1019.6,12.6,357.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,20/09/25 15:00,1.01,19.12,63.94,27.5,21.72,7.83,25.3,59.0,1019.4,15.5,338.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,20/09/25 16:00,1.2,29.96,68.23,16.38,13.52,5.39,23.9,64.0,1019.1,19.4,338.0,0.0,True,2025,9,condicoes_seguras
Lisboa,20/09/25 17:00,1.03,41.63,48.0,22.32,23.85,7.78,23.0,62.0,1018.8,20.3,343.0,0.0,True,2025,9,propagacao_rapida
Lisboa,20/09/25 18:00,1.21,42.67,56.6,18.74,14.7,10.55,21.3,70.0,1018.9,19.6,343.0,0.0,True,2025,9,condicoes_seguras
Lisboa,20/09/25 19:00,0.96,30.71,56.56,29.36,21.28,9.13,19.9,71.0,1019.7,19.8,344.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 20:00,1.23,37.84,58.44,11.26,13.93,5.63,18.6,68.0,1020.2,18.7,349.0,0.0,True,2025,9,condicoes_seguras
Lisboa,20/09/25 21:00,1.17,16.44,60.33,13.98,14.54,3.44,17.8,70.0,1021.0,17.0,354.0,0.0,True,2025,9,condicoes_seguras
Lisboa,20/09/25 22:00,0.56,16.74,41.95,6.05,8.08,1.97,17.5,72.0,1021.6,14.8,357.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,20/09/25 23:00,0.38,15.9,60.26,6.96,10.73,4.55,17.3,72.0,1021.5,14.4,359.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 00:00,0.51,17.14,60.95,8.55,9.54,3.35,17.2,72.0,1021.5,11.9,358.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 01:00,0.64,17.04,40.4,8.34,5.71,2.45,17.0,79.0,1020.8,10.1,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 02:00,0.79,13.29,45.41,9.85,7.45,3.0,16.8,80.0,1020.5,11.7,351.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 03:00,0.17,11.56,40.33,17.12,7.82,2.11,16.8,79.0,1019.8,14.4,357.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 04:00,0.65,5.83,47.81,12.66,9.28,5.23,16.5,80.0,1020.2,14.8,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 05:00,0.62,23.21,52.03,8.21,6.77,2.09,16.6,76.0,1020.4,15.8,359.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 06:00,0.67,11.22,56.53,8.91,11.38,4.39,16.3,77.0,1020.5,15.5,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 07:00,1.19,32.56,69.74,40.41,16.78,6.68,15.9,78.0,1020.5,15.5,359.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 08:00,1.4,36.38,61.8,25.77,18.46,7.59,15.8,78.0,1020.4,15.9,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 09:00,1.35,40.17,59.7,25.48,18.33,7.79,16.6,74.0,1020.7,19.1,357.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,21/09/25 10:00,0.77,24.57,40.22,16.84,16.57,4.58,17.9,66.0,1021.4,20.5,360.0,0.0,True,2025,9,propagacao_rapida
Lisboa,21/09/25 11:00,0.59,22.87,67.66,17.66,14.64,3.21,19.1,57.0,1021.8,22.3,360.0,0.0,True,2025,9,propagacao_rapida
Lisboa,21/09/25 12:00,0.8,33.7,55.43,15.48,12.3,8.5,19.9,50.0,1022.1,24.5,1.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,21/09/25 13:00,0.83,31.93,52.58,15.56,19.52,8.59,21.3,41.0,1021.7,23.8,359.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,21/09/25 14:00,0.78,28.99,68.43,23.6,6.74,9.4,21.5,37.0,1021.4,24.6,355.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,21/09/25 15:00,0.67,35.71,79.03,17.9,10.99,7.56,21.6,40.0,1021.0,25.6,357.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,21/09/25 16:00,0.79,18.08,73.24,23.43,12.7,8.16,21.4,43.0,1020.4,24.5,356.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,21/09/25 17:00,1.14,36.11,63.01,25.78,19.2,7.03,20.7,44.0,1020.6,24.9,356.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,21/09/25 18:00,0.95,19.94,48.99,24.01,21.24,7.3,19.7,49.0,1020.5,25.3,355.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,21/09/25 19:00,1.27,32.69,51.09,30.81,32.32,11.3,18.5,54.0,1020.7,23.4,357.0,0.0,True,2025,9,propagacao_rapida
Lisboa,21/09/25 20:00,0.74,30.73,71.65,13.69,5.28,6.33,17.2,61.0,1020.8,21.3,357.0,0.0,True,2025,9,propagacao_rapida
Lisboa,21/09/25 21:00,0.69,35.52,57.98,22.97,15.34,3.81,16.5,68.0,1021.6,19.8,358.0,0.0,True,2025,9,condicoes_seguras
Lisboa,21/09/25 22:00,0.57,14.39,53.41,8.94,6.97,3.94,15.9,67.0,1021.5,19.1,358.0,0.0,True,2025,9,condicoes_seguras
Lisboa,21/09/25 23:00,0.36,9.44,37.13,10.91,13.6,5.36,15.7,67.0,1021.4,18.4,359.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 00:00,0.93,27.93,80.48,20.92,11.59,3.93,15.6,68.0,1021.1,18.4,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 01:00,0.78,14.68,74.43,17.86,10.45,4.21,15.3,73.0,1021.1,18.0,2.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,22/09/25 02:00,0.68,24.07,67.55,10.41,6.01,4.89,15.3,73.0,1021.1,19.1,2.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,22/09/25 03:00,0.71,15.79,67.7,17.96,10.93,5.12,15.3,67.0,1020.8,18.7,2.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 04:00,0.86,22.89,74.85,19.09,11.42,4.41,15.1,63.0,1020.1,15.5,1.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 05:00,0.67,11.09,60.0,16.7,5.67,5.04,14.7,60.0,1020.1,13.7,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 06:00,0.89,15.92,74.04,18.8,9.77,6.93,14.4,59.0,1019.7,12.2,358.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 07:00,1.91,61.53,59.4,33.82,22.98,11.81,13.8,62.0,1020.0,13.0,355.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 08:00,2.04,49.9,79.02,29.36,22.19,9.46,13.7,61.0,1020.1,13.7,357.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 09:00,1.69,69.3,86.86,40.9,29.93,7.77,14.5,55.0,1020.7,16.6,2.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 10:00,1.18,37.74,78.94,34.82,18.27,8.42,16.7,46.0,1020.9,18.6,10.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 11:00,0.89,41.55,74.96,25.31,17.61,9.99,18.3,41.0,1021.1,20.3,17.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 12:00,1.51,36.59,83.16,26.95,20.11,8.53,19.7,38.0,1020.3,19.4,18.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 13:00,1.5,42.08,102.33,21.23,23.42,8.8,20.9,35.0,1019.4,18.6,15.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 14:00,1.55,39.61,99.09,37.71,25.19,8.18,21.7,36.0,1018.8,19.1,11.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 15:00,1.27,30.17,83.82,26.89,18.97,6.87,21.9,39.0,1018.5,20.9,3.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 16:00,1.52,36.67,87.13,34.71,21.52,11.21,21.7,37.0,1018.0,20.5,359.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 17:00,2.24,51.29,96.33,37.79,26.18,14.18,21.2,40.0,1017.9,21.3,355.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 18:00,1.58,41.96,55.65,27.6,28.7,12.25,20.2,43.0,1017.8,21.5,351.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,22/09/25 19:00,1.42,38.33,84.4,45.34,27.32,8.3,18.8,52.0,1018.0,19.9,347.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 20:00,1.41,37.88,70.61,21.08,12.79,8.8,17.2,63.0,1018.0,19.5,348.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 21:00,0.94,37.98,102.69,28.9,19.31,6.67,16.7,65.0,1018.4,16.8,350.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 22:00,0.79,19.27,83.94,8.32,5.63,5.29,16.4,66.0,1018.2,14.1,347.0,0.0,True,2025,9,condicoes_seguras
Lisboa,22/09/25 23:00,0.94,17.3,60.41,26.05,11.79,5.73,16.5,65.0,1018.0,12.4,350.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 00:00,0.79,18.54,56.55,17.11,13.04,5.65,16.8,62.0,1018.0,11.3,351.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 01:00,0.98,18.76,64.58,11.67,11.71,5.11,16.7,62.0,1017.6,8.4,350.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 02:00,0.61,16.91,43.04,14.4,12.65,4.37,16.5,62.0,1017.5,6.2,350.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 03:00,0.56,21.4,71.27,24.08,10.62,4.22,16.0,65.0,1017.3,5.0,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 04:00,0.89,26.62,92.73,17.89,10.45,5.77,15.2,71.0,1017.8,6.2,350.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,23/09/25 05:00,0.44,14.91,94.6,12.08,11.45,5.28,15.5,67.0,1017.7,6.5,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 06:00,0.81,18.74,98.8,15.57,10.83,8.25,16.4,59.0,1017.7,9.3,16.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 07:00,1.95,54.28,104.39,41.46,25.83,13.07,16.5,54.0,1017.9,10.7,20.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 08:00,1.7,31.67,52.87,35.8,32.31,13.55,16.5,51.0,1018.1,12.1,23.0,0.0,True,2025,9,condicoes_seguras
Lisboa,23/09/25 09:00,1.69,52.75,83.41,33.09,31.91,14.82,17.3,45.0,1019.1,14.2,30.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 10:00,0.9,35.34,68.63,25.46,19.71,4.57,18.6,40.0,1018.9,16.2,37.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 11:00,1.36,31.4,75.72,30.17,22.94,8.03,19.9,37.0,1019.5,15.1,38.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 12:00,1.2,41.15,80.62,25.47,18.81,9.08,21.6,34.0,1019.3,14.0,44.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 13:00,1.57,37.08,92.37,21.21,19.06,9.66,23.4,29.0,1019.1,12.7,47.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 14:00,1.06,28.21,92.55,30.68,18.63,7.06,24.6,26.0,1018.4,11.7,47.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 15:00,1.6,35.43,84.19,20.41,18.56,9.72,25.5,23.0,1017.6,10.2,45.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,23/09/25 16:00,1.38,34.49,69.71,29.36,21.44,8.13,25.8,23.0,1017.1,10.0,41.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,23/09/25 17:00,1.38,45.66,78.92,53.11,28.1,16.54,25.9,23.0,1016.7,9.2,39.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,23/09/25 18:00,1.94,65.85,80.16,28.16,31.05,14.07,24.6,29.0,1016.5,17.6,334.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 19:00,1.61,61.14,94.53,28.73,35.3,12.95,21.9,37.0,1016.9,17.9,338.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 20:00,1.31,35.68,102.75,19.39,12.87,7.29,20.1,45.0,1017.2,14.8,337.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 21:00,0.9,45.84,96.87,21.91,15.94,8.44,19.5,44.0,1017.8,11.0,341.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 22:00,0.51,15.17,54.33,10.67,8.83,6.92,18.9,44.0,1018.0,8.2,345.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,23/09/25 23:00,0.5,26.17,77.18,20.17,12.74,4.65,18.7,46.0,1018.2,7.5,343.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 00:00,0.46,27.05,83.06,10.46,9.58,4.7,18.4,48.0,1018.3,6.0,343.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 01:00,0.91,22.9,85.97,16.47,18.4,4.77,18.2,48.0,1018.1,4.6,342.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 02:00,0.89,29.42,73.98,10.48,11.0,5.14,17.7,52.0,1017.9,4.0,355.0,0.0,True,2025,9,condicoes_seguras
Lisboa,24/09/25 03:00,0.46,14.09,73.72,9.93,8.69,4.67,17.1,58.0,1017.0,4.3,5.0,0.0,True,2025,9,condicoes_seguras
Lisboa,24/09/25 04:00,0.62,22.7,74.47,12.63,9.72,5.77,16.8,64.0,1017.3,5.4,4.0,0.0,True,2025,9,condicoes_seguras
Lisboa,24/09/25 05:00,0.62,17.32,73.25,12.1,12.69,5.31,16.9,62.0,1016.8,5.4,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,24/09/25 06:00,0.61,15.01,74.74,12.23,7.09,4.58,17.4,56.0,1017.1,5.9,14.0,0.0,True,2025,9,condicoes_seguras
Lisboa,24/09/25 07:00,1.49,55.81,73.92,39.61,22.29,12.21,17.5,51.0,1017.5,7.0,21.0,0.0,True,2025,9,condicoes_seguras
Lisboa,24/09/25 08:00,2.43,56.61,80.32,33.64,28.76,10.75,17.4,48.0,1017.8,8.2,23.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 09:00,1.76,50.55,98.28,38.06,21.83,12.34,18.4,41.0,1018.1,10.6,28.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 10:00,1.87,38.54,72.41,35.33,26.57,8.4,19.8,36.0,1018.2,14.8,41.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 11:00,1.01,28.75,80.06,30.32,18.62,7.98,20.8,33.0,1018.4,14.5,44.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 12:00,1.7,49.0,74.77,36.17,22.34,8.99,22.4,32.0,1018.2,13.3,52.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 13:00,1.3,38.1,102.77,22.0,23.0,9.04,24.0,29.0,1017.8,11.2,50.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 14:00,1.37,35.89,68.79,23.0,19.48,7.52,25.5,24.0,1017.1,9.6,56.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,24/09/25 15:00,1.51,37.4,91.86,26.98,23.81,11.48,26.4,21.0,1016.4,7.3,57.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,24/09/25 16:00,1.58,34.5,81.46,32.22,22.46,8.28,27.2,18.0,1015.7,4.7,81.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,24/09/25 17:00,1.22,50.6,84.93,31.51,24.83,12.64,27.4,16.0,1015.6,2.1,121.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,24/09/25 18:00,1.97,40.9,88.57,30.12,21.3,18.36,27.2,19.0,1015.5,2.2,279.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,24/09/25 19:00,2.09,55.46,87.48,38.95,26.95,8.5,24.9,32.0,1015.9,14.6,320.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 20:00,0.96,42.34,79.77,23.91,19.48,6.57,22.9,34.0,1016.1,11.4,336.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 21:00,1.12,38.87,97.85,18.94,25.72,7.91,22.0,33.0,1016.7,7.9,336.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 22:00,0.42,25.13,77.06,10.47,10.11,5.55,21.0,36.0,1017.3,5.0,339.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,24/09/25 23:00,0.86,20.93,82.14,13.36,13.5,4.02,20.0,41.0,1017.2,4.0,350.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 00:00,0.78,30.61,74.31,12.05,6.35,5.52,19.0,45.0,1017.6,4.0,333.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 01:00,0.82,26.69,66.98,13.81,11.8,5.26,18.4,47.0,1016.8,4.6,342.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 02:00,0.62,25.73,78.03,22.72,8.21,5.14,18.1,46.0,1017.1,4.2,340.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 03:00,0.91,20.09,60.39,16.46,15.86,5.94,18.0,47.0,1016.6,4.1,345.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 04:00,0.62,9.16,70.38,12.98,5.84,4.91,17.9,50.0,1016.7,3.6,360.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 05:00,0.97,26.82,61.27,19.44,12.35,6.48,17.9,50.0,1017.0,3.6,360.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 06:00,0.79,25.6,57.95,11.62,14.44,3.47,17.8,51.0,1017.2,3.1,21.0,0.0,True,2025,9,condicoes_seguras
Lisboa,25/09/25 07:00,1.83,61.0,71.13,32.44,30.44,11.84,17.1,56.0,1017.4,4.1,15.0,0.0,True,2025,9,condicoes_seguras
Lisboa,25/09/25 08:00,2.08,46.32,76.12,41.79,35.26,15.18,16.9,57.0,1017.6,4.0,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,25/09/25 09:00,1.35,45.58,97.31,39.74,29.46,13.28,17.8,55.0,1018.2,3.4,18.0,0.0,True,2025,9,condicoes_seguras
Lisboa,25/09/25 10:00,1.44,39.3,67.67,29.27,21.44,6.29,20.2,37.0,1018.3,5.9,47.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 11:00,1.04,29.64,72.85,17.33,12.22,11.3,22.0,32.0,1018.8,7.9,51.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 12:00,1.29,29.98,93.93,23.69,20.08,10.17,23.5,27.0,1018.6,8.1,58.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 13:00,1.18,43.25,73.71,25.41,18.05,10.64,25.1,25.0,1017.7,5.8,68.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,25/09/25 14:00,1.5,21.62,78.36,28.3,28.57,10.26,26.5,21.0,1017.2,4.3,95.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,25/09/25 15:00,0.98,42.78,82.79,28.83,23.33,8.55,27.8,18.0,1016.5,4.3,132.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,25/09/25 16:00,0.98,33.87,75.44,28.73,18.71,9.26,28.3,18.0,1016.4,7.3,213.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,25/09/25 17:00,2.48,69.56,69.85,50.36,30.06,13.05,27.3,21.0,1016.1,9.7,239.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,25/09/25 18:00,1.82,59.41,66.55,25.02,29.49,11.74,26.5,21.0,1016.0,7.3,279.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,25/09/25 19:00,1.11,49.12,98.52,42.22,26.67,9.7,25.3,20.0,1016.7,8.3,304.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,25/09/25 20:00,1.2,37.67,108.25,29.95,21.47,8.03,23.4,25.0,1017.3,6.7,306.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 21:00,1.04,47.26,76.01,22.64,16.42,9.48,22.0,27.0,1017.9,5.1,309.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 22:00,0.81,19.99,79.32,17.64,15.31,3.61,20.9,30.0,1018.2,4.1,308.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,25/09/25 23:00,0.7,22.83,65.48,12.99,7.36,3.31,20.0,32.0,1018.2,2.0,315.0,0.0,True,2025,9,risco_incendio_moderado
